age,gender,location,marital_status,plan_type,monthly_value,contract_duration_months,payment_method,avg_monthly_minutes,data_usage_gb,num_services,num_complaints,support_calls,service_failures,last_interaction_days,app_usage_score,total_spent,late_payments,churn
27,Feminino,Urbano,Divorciado,Mensal,120.59,10,Boleto Bancário,322.88,96.22,3,0,5,0,114,4.2,1205.9,0,0
64,Feminino,Urbano,Divorciado,Anual,176.99,10,Débito Automático,819.65,50.59,4,0,2,0,137,3.9,1769.9,0,0
39,Feminino,Subúrbio,Solteiro,Anual,111.64,28,Débito Automático,400.9,11.73,2,0,6,0,101,2.4,3125.92,0,0
68,Feminino,Urbano,Solteiro,Anual,111.33,43,Cartão de Crédito,594.84,12.02,1,0,3,0,106,2.5,4787.19,0,0
35,Masculino,Subúrbio,Casado,Mensal,160.5,38,Débito Automático,951.65,52.95,2,0,1,0,10,3.3,6099.0,1,0
18,Feminino,Subúrbio,Solteiro,Anual,160.9,21,Boleto Bancário,1138.55,38.08,4,3,0,1,6,3.7,3378.9,0,0
38,Masculino,Rural,Solteiro,Semestral,82.61,19,Débito Automático,1028.73,45.69,4,3,1,0,43,4.7,1569.59,0,0
32,Feminino,Rural,Casado,Mensal,123.02,19,Débito Automático,866.58,38.82,1,0,4,0,4,2.2,2337.38,0,0
52,Feminino,Urbano,Solteiro,Anual,171.56,47,Cartão de Crédito,1486.33,52.6,1,0,6,1,74,2.6,8063.32,1,0
40,Masculino,Subúrbio,Casado,Semestral,126.13,40,Débito Automático,490.69,13.55,1,1,1,0,107,1.7,5045.2,0,0
40,Masculino,Urbano,Divorciado,Mensal,156.92,36,Boleto Bancário,166.67,13.12,3,2,4,0,151,3.6,5649.12,0,1
30,Masculino,Subúrbio,Solteiro,Mensal,172.31,4,Boleto Bancário,319.66,61.11,3,2,2,2,133,4.4,689.24,0,0
52,Masculino,Subúrbio,Casado,Semestral,101.25,15,Débito Automático,635.15,83.15,3,0,5,0,7,4.4,1518.75,0,0
56,Feminino,Urbano,Casado,Semestral,93.98,4,Cartão de Crédito,687.5,47.34,1,0,1,1,132,4.1,375.92,0,0
52,Masculino,Rural,Solteiro,Mensal,196.4,14,Cartão de Crédito,353.22,32.38,3,0,2,0,29,4.2,2749.6,0,0
48,Masculino,Urbano,Casado,Mensal,166.78,13,Boleto Bancário,1153.29,36.5,3,1,2,0,175,3.9,2168.14,0,0
35,Masculino,Urbano,Solteiro,Semestral,71.61,19,Cartão de Crédito,621.54,41.28,2,0,1,0,96,2.2,1360.59,0,0
66,Feminino,Urbano,Casado,Semestral,127.72,32,Cartão de Crédito,1129.71,87.29,4,3,5,0,4,2.2,4087.04,0,0
30,Feminino,Subúrbio,Solteiro,Semestral,106.07,24,Débito Automático,180.32,36.16,2,0,1,0,62,3.7,2545.68,0,0
68,Feminino,Urbano,Divorciado,Semestral,102.69,39,Boleto Bancário,1451.99,29.84,1,1,8,0,78,2.1,4004.91,0,1
43,Masculino,Urbano,Casado,Mensal,118.03,32,Cartão de Crédito,898.72,21.28,4,1,7,0,134,1.3,3776.96,0,0
31,Masculino,Urbano,Divorciado,Mensal,167.93,38,Boleto Bancário,1050.13,40.87,2,0,8,0,102,4.7,6381.34,0,0
49,Feminino,Urbano,Casado,Mensal,112.59,2,Cartão de Crédito,1358.57,89.32,4,0,1,1,37,2.6,225.18,0,0
36,Masculino,Urbano,Divorciado,Mensal,69.11,46,Débito Automático,69.92,57.46,3,2,0,0,89,4.6,3179.06,0,0
57,Masculino,Rural,Solteiro,Mensal,34.93,45,Boleto Bancário,308.76,56.63,2,0,1,1,115,3.3,1571.85,0,0
20,Masculino,Urbano,Solteiro,Mensal,56.64,5,Boleto Bancário,1265.79,51.6,2,0,4,0,74,3.9,283.2,0,0
37,Masculino,Urbano,Casado,Mensal,113.15,39,Cartão de Crédito,659.06,19.7,1,0,1,0,76,4.5,4412.85,0,0
59,Feminino,Subúrbio,Solteiro,Mensal,115.11,22,Cartão de Crédito,485.81,58.87,4,0,5,0,24,4.2,2532.42,0,0
18,Feminino,Subúrbio,Solteiro,Mensal,34.35,32,Boleto Bancário,762.7,28.75,3,3,8,0,66,4.0,1099.2,0,1
53,Masculino,Urbano,Solteiro,Semestral,127.97,29,Cartão de Crédito,301.21,64.68,1,0,1,1,53,2.8,3711.13,1,0
44,Feminino,Subúrbio,Casado,Mensal,164.09,4,Débito Automático,143.22,9.19,2,0,3,1,149,4.0,656.36,0,0
19,Feminino,Subúrbio,Solteiro,Mensal,116.2,20,Cartão de Crédito,1060.54,73.87,3,0,1,0,58,2.4,2324.0,0,1
47,Masculino,Urbano,Solteiro,Mensal,174.36,11,Débito Automático,1421.38,85.38,1,0,2,0,48,2.2,1917.96,0,0
38,Feminino,Subúrbio,Solteiro,Anual,106.28,26,Boleto Bancário,1112.7,31.39,1,0,5,0,108,2.1,2763.28,0,0
60,Feminino,Urbano,Solteiro,Mensal,186.94,36,Boleto Bancário,1352.61,55.52,2,2,6,0,47,3.1,6729.84,0,0
35,Feminino,Urbano,Solteiro,Mensal,105.0,45,Débito Automático,334.43,78.61,3,0,8,0,151,3.5,4725.0,0,0
58,Feminino,Urbano,Divorciado,Anual,122.38,25,Boleto Bancário,797.12,69.64,2,0,8,0,90,1.9,3059.5,0,0
64,Masculino,Urbano,Casado,Mensal,94.18,45,Boleto Bancário,455.45,13.44,1,0,3,0,73,4.6,4238.1,0,1
38,Masculino,Subúrbio,Solteiro,Mensal,170.75,21,Débito Automático,1478.81,9.68,1,1,3,0,26,3.1,3585.75,0,0
47,Feminino,Rural,Casado,Semestral,179.28,19,Débito Automático,1161.53,23.95,1,0,4,0,108,1.0,3406.32,1,0
64,Masculino,Subúrbio,Casado,Mensal,162.92,9,Débito Automático,990.8,15.91,1,0,1,1,59,2.8,1466.28,0,0
48,Feminino,Subúrbio,Divorciado,Anual,88.45,19,Boleto Bancário,403.35,17.71,4,0,6,0,72,2.1,1680.55,0,0
31,Masculino,Urbano,Casado,Mensal,78.81,18,Boleto Bancário,1296.78,27.14,3,0,3,0,11,3.0,1418.58,0,0
67,Feminino,Subúrbio,Casado,Anual,189.33,17,Cartão de Crédito,636.97,71.18,2,0,6,2,79,1.3,3218.61,0,1
46,Feminino,Urbano,Divorciado,Semestral,82.31,13,Boleto Bancário,143.16,92.65,3,0,1,2,14,4.8,1070.03,0,0
52,Masculino,Urbano,Casado,Semestral,199.37,18,Cartão de Crédito,708.22,38.71,3,0,3,0,70,3.9,3588.66,0,0
50,Masculino,Urbano,Divorciado,Mensal,124.02,35,Cartão de Crédito,911.02,50.96,4,0,9,0,5,2.9,4340.7,0,0
61,Masculino,Urbano,Solteiro,Mensal,102.17,4,Débito Automático,173.04,10.98,2,0,2,1,157,1.7,408.68,1,0
29,Feminino,Urbano,Divorciado,Mensal,107.14,39,Débito Automático,1483.14,19.58,3,0,7,1,140,2.0,4178.46,0,0
63,Masculino,Subúrbio,Casado,Mensal,33.14,21,Cartão de Crédito,912.37,17.71,4,2,6,0,22,3.0,695.94,0,1
43,Masculino,Subúrbio,Solteiro,Semestral,118.78,21,Cartão de Crédito,1474.64,61.76,2,0,1,0,72,1.2,2494.38,0,0
20,Masculino,Urbano,Solteiro,Anual,90.96,4,Débito Automático,603.05,14.1,2,3,1,0,59,3.7,363.84,0,1
59,Feminino,Urbano,Casado,Mensal,128.12,6,Boleto Bancário,960.76,83.95,1,0,5,1,106,1.1,768.72,0,0
47,Feminino,Urbano,Divorciado,Semestral,137.94,31,Débito Automático,1471.67,32.75,1,1,0,0,47,1.8,4276.14,0,0
68,Feminino,Urbano,Divorciado,Mensal,181.43,17,Boleto Bancário,69.75,26.18,4,0,3,0,166,2.0,3084.31,0,1
58,Feminino,Urbano,Solteiro,Semestral,148.66,36,Cartão de Crédito,1282.89,74.15,1,0,6,0,117,2.8,5351.76,0,0
44,Feminino,Subúrbio,Casado,Mensal,51.33,19,Boleto Bancário,985.45,38.92,3,0,9,0,163,3.7,975.27,1,0
46,Masculino,Urbano,Casado,Semestral,126.94,36,Boleto Bancário,93.2,80.54,3,0,1,0,84,1.3,4569.84,1,0
61,Masculino,Rural,Divorciado,Mensal,168.91,26,Débito Automático,1025.08,12.79,4,3,7,0,26,1.4,4391.66,0,0
30,Feminino,Subúrbio,Casado,Semestral,60.93,45,Débito Automático,962.86,93.93,1,2,3,0,7,4.9,2741.85,0,0
19,Masculino,Subúrbio,Divorciado,Mensal,184.51,10,Boleto Bancário,1286.22,62.41,2,0,5,0,10,3.0,1845.1,0,0
25,Feminino,Urbano,Divorciado,Mensal,88.75,1,Boleto Bancário,1025.15,68.7,3,0,8,0,7,2.3,88.75,0,1
35,Feminino,Urbano,Casado,Mensal,50.18,5,Cartão de Crédito,1383.6,75.02,2,0,0,0,44,2.6,250.9,0,0
23,Masculino,Urbano,Solteiro,Semestral,142.13,16,Débito Automático,1357.22,28.85,4,3,1,0,97,2.6,2274.08,0,0
41,Masculino,Subúrbio,Divorciado,Anual,152.66,37,Boleto Bancário,387.56,10.43,2,0,4,0,113,2.1,5648.42,0,0
26,Masculino,Subúrbio,Divorciado,Semestral,115.88,21,Débito Automático,481.77,65.12,1,0,4,0,15,5.0,2433.48,0,1
65,Masculino,Urbano,Casado,Semestral,68.91,41,Débito Automático,300.61,43.97,2,0,8,1,29,4.0,2825.31,0,0
18,Masculino,Subúrbio,Divorciado,Semestral,111.11,24,Boleto Bancário,210.63,56.98,3,0,3,0,57,1.2,2666.64,0,0
58,Feminino,Urbano,Divorciado,Mensal,49.78,26,Débito Automático,240.99,71.1,2,0,7,0,83,2.0,1294.28,1,0
69,Feminino,Urbano,Divorciado,Anual,186.83,34,Débito Automático,675.41,54.33,1,0,7,0,12,1.4,6352.22,0,0
61,Masculino,Rural,Casado,Semestral,78.52,7,Cartão de Crédito,1025.29,52.53,2,0,8,0,48,1.7,549.64,0,0
43,Feminino,Subúrbio,Casado,Mensal,97.32,44,Débito Automático,80.63,57.89,4,2,3,0,37,2.3,4282.08,0,1
37,Feminino,Subúrbio,Solteiro,Mensal,102.06,10,Cartão de Crédito,1193.13,81.98,2,0,3,0,103,3.1,1020.6,0,0
33,Feminino,Rural,Casado,Semestral,99.01,42,Boleto Bancário,485.69,31.82,3,0,3,2,172,4.7,4158.42,0,0
40,Masculino,Urbano,Solteiro,Mensal,156.1,13,Boleto Bancário,889.25,87.07,4,0,3,0,151,4.1,2029.3,1,1
32,Masculino,Subúrbio,Divorciado,Mensal,181.44,14,Cartão de Crédito,551.65,27.41,2,0,2,1,94,3.0,2540.16,0,0
52,Masculino,Subúrbio,Divorciado,Semestral,70.76,5,Boleto Bancário,466.96,55.61,1,0,9,0,117,1.9,353.8,0,0
42,Feminino,Urbano,Casado,Mensal,37.39,22,Cartão de Crédito,506.7,34.64,4,0,9,0,165,4.7,822.58,0,0
66,Feminino,Urbano,Solteiro,Semestral,166.48,17,Cartão de Crédito,1364.53,48.85,1,0,4,0,48,2.7,2830.16,0,0
57,Feminino,Urbano,Casado,Semestral,68.83,38,Cartão de Crédito,315.22,22.38,2,0,0,0,85,1.6,2615.54,0,1
21,Feminino,Urbano,Divorciado,Mensal,137.28,10,Débito Automático,1147.34,71.92,3,3,3,0,150,3.6,1372.8,0,0
68,Masculino,Rural,Casado,Mensal,51.14,45,Boleto Bancário,1317.14,52.57,4,0,4,0,73,3.5,2301.3,0,0
48,Feminino,Subúrbio,Solteiro,Semestral,40.57,40,Débito Automático,1262.55,67.52,3,0,2,0,118,4.3,1622.8,0,0
18,Masculino,Subúrbio,Solteiro,Mensal,116.8,39,Cartão de Crédito,680.91,23.22,2,0,3,0,51,1.4,4555.2,0,0
62,Feminino,Urbano,Divorciado,Mensal,136.07,34,Débito Automático,1404.45,85.41,4,0,1,0,83,1.5,4626.38,0,0
61,Feminino,Urbano,Casado,Mensal,112.78,10,Cartão de Crédito,68.38,65.21,4,0,3,2,87,3.7,1127.8,0,1
38,Feminino,Urbano,Casado,Anual,159.01,41,Boleto Bancário,970.08,38.45,3,0,1,0,157,2.0,6519.41,0,0
51,Masculino,Urbano,Solteiro,Mensal,120.57,15,Boleto Bancário,564.22,14.43,3,2,8,0,145,4.5,1808.55,0,0
31,Feminino,Subúrbio,Casado,Mensal,102.27,47,Débito Automático,1482.7,10.69,2,1,8,0,124,2.0,4806.69,0,0
45,Masculino,Urbano,Divorciado,Mensal,165.34,36,Cartão de Crédito,1458.52,18.22,1,0,0,0,153,2.8,5952.24,0,1
20,Feminino,Subúrbio,Casado,Mensal,54.69,1,Cartão de Crédito,1361.39,74.11,4,0,3,0,89,4.5,54.69,0,0
45,Feminino,Subúrbio,Casado,Mensal,121.54,44,Débito Automático,819.68,22.21,2,0,1,0,18,1.5,5347.76,1,1
20,Masculino,Rural,Casado,Semestral,65.69,47,Boleto Bancário,327.46,65.3,2,1,3,2,87,3.7,3087.43,1,0
26,Masculino,Urbano,Casado,Mensal,56.01,13,Boleto Bancário,870.11,74.76,3,0,0,0,117,4.1,728.13,0,0
51,Masculino,Subúrbio,Solteiro,Semestral,77.08,31,Boleto Bancário,650.31,20.98,1,0,2,0,64,2.5,2389.48,1,0
44,Feminino,Rural,Divorciado,Mensal,45.29,38,Débito Automático,652.17,29.57,2,1,2,0,31,5.0,1721.02,0,0
20,Feminino,Rural,Casado,Mensal,99.02,18,Boleto Bancário,466.74,93.24,4,2,8,0,178,2.9,1782.36,0,0
66,Masculino,Urbano,Casado,Mensal,108.16,24,Débito Automático,1228.79,41.54,2,0,1,2,58,1.8,2595.84,1,0
46,Feminino,Urbano,Solteiro,Semestral,78.6,15,Débito Automático,990.36,66.42,3,1,4,0,89,4.8,1179.0,0,0
64,Masculino,Urbano,Solteiro,Semestral,118.45,9,Débito Automático,1328.92,27.7,1,0,3,0,68,2.0,1066.05,0,0
50,Feminino,Urbano,Casado,Mensal,171.66,45,Boleto Bancário,360.33,69.29,1,0,6,1,66,3.2,7724.7,0,1
44,Masculino,Urbano,Divorciado,Mensal,80.89,1,Boleto Bancário,252.54,96.88,2,0,3,1,80,2.8,80.89,0,0
51,Feminino,Urbano,Divorciado,Mensal,120.55,40,Débito Automático,318.75,31.59,1,0,1,0,39,2.2,4822.0,0,0
56,Masculino,Urbano,Solteiro,Anual,166.99,28,Boleto Bancário,351.86,70.29,2,4,2,0,97,4.4,4675.72,0,0
50,Feminino,Urbano,Divorciado,Anual,130.6,13,Boleto Bancário,196.09,99.49,4,2,2,1,179,1.7,1697.8,0,1
28,Masculino,Urbano,Casado,Anual,180.52,14,Boleto Bancário,442.71,35.73,2,0,2,0,74,2.5,2527.28,0,0
41,Feminino,Urbano,Casado,Anual,149.0,14,Débito Automático,1191.16,18.35,2,0,1,0,152,3.8,2086.0,0,0
54,Feminino,Urbano,Solteiro,Mensal,35.68,34,Boleto Bancário,121.93,26.37,1,1,2,0,12,4.1,1213.12,0,0
37,Masculino,Urbano,Divorciado,Mensal,66.1,46,Débito Automático,1341.44,79.62,2,1,8,0,123,2.3,3040.6,0,0
30,Masculino,Urbano,Solteiro,Mensal,76.62,12,Débito Automático,915.68,19.26,3,0,5,0,112,2.8,919.44,1,0
23,Masculino,Urbano,Divorciado,Mensal,185.85,24,Cartão de Crédito,933.0,29.33,2,1,6,1,46,4.3,4460.4,0,0
43,Feminino,Subúrbio,Casado,Anual,38.44,7,Boleto Bancário,420.15,85.83,2,0,0,0,55,1.9,269.08,0,0
58,Masculino,Urbano,Divorciado,Mensal,104.71,44,Débito Automático,1171.19,82.2,2,0,0,0,28,4.3,4607.24,0,0
68,Feminino,Urbano,Divorciado,Semestral,199.5,44,Boleto Bancário,85.59,89.98,2,3,6,0,151,3.1,8778.0,0,0
38,Feminino,Subúrbio,Solteiro,Anual,164.25,24,Débito Automático,652.53,67.48,3,0,1,0,171,3.4,3942.0,0,0
37,Masculino,Urbano,Solteiro,Anual,162.16,27,Débito Automático,918.0,83.68,2,1,0,1,148,4.2,4378.32,0,0
66,Masculino,Urbano,Casado,Mensal,153.31,22,Débito Automático,1290.07,10.57,3,4,1,0,61,2.9,3372.82,0,1
27,Masculino,Subúrbio,Solteiro,Anual,99.67,28,Cartão de Crédito,950.15,20.07,1,1,7,0,164,1.3,2790.76,0,0
37,Masculino,Urbano,Casado,Semestral,81.72,19,Débito Automático,94.63,71.76,4,0,3,0,66,4.6,1552.68,0,0
37,Masculino,Urbano,Casado,Mensal,108.85,19,Cartão de Crédito,122.98,79.59,1,0,7,0,63,4.7,2068.15,0,0
51,Feminino,Urbano,Solteiro,Semestral,47.26,25,Débito Automático,1260.03,51.47,3,0,5,2,19,1.9,1181.5,1,0
43,Feminino,Urbano,Casado,Anual,104.78,23,Cartão de Crédito,561.85,57.52,4,0,4,0,68,4.5,2409.94,0,0
69,Masculino,Subúrbio,Divorciado,Mensal,41.6,42,Boleto Bancário,534.91,21.0,1,0,4,0,45,2.5,1747.2,0,0
37,Feminino,Urbano,Divorciado,Semestral,125.49,14,Cartão de Crédito,518.98,48.47,1,0,0,0,82,1.4,1756.86,0,0
30,Masculino,Subúrbio,Divorciado,Mensal,178.1,8,Cartão de Crédito,636.59,7.89,2,2,7,0,9,1.2,1424.8,0,1
19,Masculino,Urbano,Casado,Mensal,109.36,4,Débito Automático,1089.0,35.66,1,0,6,0,78,4.0,437.44,0,1
19,Masculino,Urbano,Casado,Anual,138.07,19,Cartão de Crédito,69.74,43.73,4,0,8,0,32,2.4,2623.33,0,0
48,Masculino,Subúrbio,Divorciado,Mensal,49.78,38,Boleto Bancário,1222.44,79.88,3,0,6,0,160,1.0,1891.64,0,0
54,Feminino,Urbano,Solteiro,Semestral,167.14,32,Cartão de Crédito,1060.68,46.73,2,0,0,0,142,1.4,5348.48,0,0
18,Feminino,Urbano,Casado,Anual,67.19,29,Débito Automático,422.14,81.38,2,1,1,0,25,4.0,1948.51,0,0
58,Masculino,Urbano,Solteiro,Mensal,166.78,47,Boleto Bancário,1222.36,50.83,3,0,4,0,96,4.4,7838.66,1,1
40,Feminino,Urbano,Divorciado,Semestral,167.38,46,Boleto Bancário,1426.25,42.17,4,0,1,1,83,2.0,7699.48,0,1
53,Feminino,Urbano,Solteiro,Mensal,109.62,8,Cartão de Crédito,769.42,47.21,3,0,5,0,59,4.2,876.96,0,1
51,Feminino,Urbano,Divorciado,Semestral,98.81,39,Boleto Bancário,758.64,69.48,1,0,7,0,28,1.8,3853.59,0,0
25,Feminino,Urbano,Solteiro,Anual,116.91,35,Débito Automático,712.32,65.47,1,0,4,0,117,4.8,4091.85,0,0
40,Masculino,Urbano,Divorciado,Semestral,57.39,13,Cartão de Crédito,624.66,8.67,3,0,6,0,144,3.2,746.07,0,0
48,Feminino,Subúrbio,Solteiro,Mensal,185.65,33,Débito Automático,1078.69,40.72,1,2,9,1,131,1.1,6126.45,1,1
28,Feminino,Urbano,Solteiro,Anual,194.34,2,Cartão de Crédito,795.21,28.77,4,0,3,0,61,2.2,388.68,0,0
54,Feminino,Subúrbio,Casado,Mensal,135.31,35,Boleto Bancário,1497.41,74.8,1,0,8,1,121,1.8,4735.85,0,0
19,Feminino,Urbano,Divorciado,Semestral,119.65,4,Boleto Bancário,1226.49,91.77,3,0,6,0,96,2.1,478.6,0,0
24,Masculino,Urbano,Solteiro,Semestral,39.01,9,Boleto Bancário,299.29,18.75,4,0,4,0,55,1.4,351.09,0,0
65,Feminino,Subúrbio,Divorciado,Anual,162.81,25,Débito Automático,954.88,81.95,1,0,2,0,9,3.5,4070.25,0,1
26,Feminino,Urbano,Solteiro,Mensal,72.89,15,Boleto Bancário,159.8,57.15,2,1,2,0,43,3.3,1093.35,0,0
23,Feminino,Urbano,Solteiro,Mensal,190.13,46,Débito Automático,301.38,25.04,1,0,6,0,170,3.4,8745.98,0,1
56,Feminino,Urbano,Casado,Mensal,112.84,10,Débito Automático,693.72,6.72,3,1,0,0,41,2.3,1128.4,0,0
40,Feminino,Urbano,Solteiro,Anual,42.12,16,Boleto Bancário,397.3,21.31,2,1,2,1,13,4.7,673.92,0,0
59,Feminino,Urbano,Solteiro,Anual,184.43,11,Débito Automático,1324.44,85.99,4,0,2,0,171,1.2,2028.73,0,0
32,Feminino,Urbano,Casado,Semestral,159.67,37,Débito Automático,131.26,53.52,2,0,3,1,150,1.9,5907.79,1,0
22,Feminino,Urbano,Solteiro,Mensal,68.08,45,Boleto Bancário,686.05,41.3,2,0,4,0,140,3.5,3063.6,0,1
47,Masculino,Subúrbio,Divorciado,Anual,57.87,23,Cartão de Crédito,197.85,97.41,2,3,9,0,169,4.0,1331.01,0,0
42,Feminino,Urbano,Solteiro,Anual,176.0,19,Boleto Bancário,1345.47,52.4,1,3,0,0,3,1.8,3344.0,1,1
35,Masculino,Urbano,Casado,Semestral,124.04,6,Cartão de Crédito,942.98,88.82,3,5,1,0,12,4.3,744.24,0,0
59,Feminino,Urbano,Casado,Mensal,174.69,22,Cartão de Crédito,151.99,85.16,1,2,3,0,9,1.8,3843.18,0,1
59,Masculino,Urbano,Casado,Mensal,163.67,17,Débito Automático,445.38,42.95,1,0,2,0,90,1.4,2782.39,0,0
34,Masculino,Subúrbio,Casado,Semestral,116.36,29,Débito Automático,1439.51,43.97,4,1,9,0,100,1.4,3374.44,1,0
32,Masculino,Urbano,Divorciado,Semestral,187.95,21,Cartão de Crédito,1300.3,59.79,4,0,4,1,87,4.5,3946.95,0,1
61,Feminino,Urbano,Divorciado,Mensal,116.87,3,Boleto Bancário,1474.27,61.53,4,1,9,0,179,4.5,350.61,0,0
57,Feminino,Urbano,Divorciado,Semestral,116.24,4,Cartão de Crédito,101.77,49.22,3,2,3,0,95,1.3,464.96,0,0
23,Feminino,Subúrbio,Solteiro,Mensal,151.95,18,Boleto Bancário,1232.69,25.52,3,1,2,1,57,1.2,2735.1,0,1
52,Feminino,Urbano,Casado,Mensal,37.73,18,Débito Automático,1035.15,66.96,3,0,9,0,124,1.6,679.14,0,0
36,Masculino,Subúrbio,Solteiro,Anual,73.85,30,Cartão de Crédito,558.91,58.96,3,0,4,2,140,2.8,2215.5,0,0
37,Masculino,Subúrbio,Divorciado,Semestral,112.67,30,Débito Automático,59.31,28.83,1,2,5,0,31,1.7,3380.1,0,1
39,Feminino,Urbano,Divorciado,Mensal,155.62,41,Boleto Bancário,657.26,90.14,3,4,3,0,91,1.1,6380.42,1,1
25,Masculino,Subúrbio,Divorciado,Mensal,52.87,25,Boleto Bancário,420.8,63.17,3,1,5,0,137,3.7,1321.75,0,0
26,Feminino,Urbano,Solteiro,Anual,150.34,23,Boleto Bancário,1449.18,49.92,1,0,4,0,55,3.9,3457.82,0,0
25,Feminino,Urbano,Divorciado,Mensal,44.21,42,Boleto Bancário,194.85,64.64,1,2,2,0,145,2.5,1856.82,0,1
29,Feminino,Subúrbio,Solteiro,Mensal,30.94,1,Boleto Bancário,190.59,15.57,4,2,9,0,35,4.6,30.94,0,0
38,Feminino,Subúrbio,Solteiro,Mensal,193.3,1,Boleto Bancário,549.98,61.46,1,0,5,1,13,3.1,193.3,0,0
51,Masculino,Urbano,Divorciado,Anual,197.27,31,Boleto Bancário,126.77,35.16,1,1,1,1,155,2.9,6115.37,1,0
42,Masculino,Urbano,Casado,Mensal,55.04,27,Débito Automático,769.5,55.63,2,0,8,0,126,1.3,1486.08,0,0
45,Masculino,Urbano,Solteiro,Semestral,115.61,39,Cartão de Crédito,1209.0,16.69,4,3,7,0,33,4.0,4508.79,0,0
22,Masculino,Urbano,Divorciado,Semestral,170.32,31,Débito Automático,713.62,5.05,4,0,1,1,148,3.1,5279.92,0,0
39,Masculino,Subúrbio,Divorciado,Mensal,174.56,30,Débito Automático,1203.62,99.16,4,0,9,1,88,3.5,5236.8,0,1
18,Feminino,Urbano,Casado,Semestral,40.06,6,Cartão de Crédito,827.66,70.95,1,1,4,0,175,1.9,240.36,0,0
39,Masculino,Urbano,Solteiro,Anual,96.16,44,Cartão de Crédito,1315.64,93.05,2,0,3,0,40,2.3,4231.04,1,1
25,Masculino,Urbano,Divorciado,Anual,70.44,4,Débito Automático,1349.71,63.14,2,0,8,0,130,4.7,281.76,0,0
56,Feminino,Urbano,Casado,Mensal,122.4,43,Boleto Bancário,1227.01,23.28,1,0,9,0,10,1.3,5263.2,1,0
50,Masculino,Urbano,Divorciado,Mensal,145.5,32,Cartão de Crédito,784.42,12.11,2,0,8,0,133,2.1,4656.0,0,1
58,Masculino,Subúrbio,Casado,Mensal,90.19,16,Cartão de Crédito,1201.04,99.81,1,0,7,1,173,2.8,1443.04,0,0
67,Feminino,Urbano,Solteiro,Mensal,68.65,13,Boleto Bancário,1062.46,75.38,1,0,5,0,101,4.7,892.45,0,0
57,Feminino,Urbano,Divorciado,Semestral,113.25,44,Boleto Bancário,553.64,87.4,3,0,5,1,137,3.8,4983.0,0,0
32,Masculino,Urbano,Divorciado,Mensal,126.31,8,Boleto Bancário,416.77,44.28,3,0,1,1,43,4.1,1010.48,0,0
27,Masculino,Urbano,Solteiro,Semestral,61.87,17,Boleto Bancário,177.5,19.12,1,0,7,0,38,1.1,1051.79,0,1
53,Masculino,Subúrbio,Solteiro,Semestral,79.61,4,Boleto Bancário,396.21,45.99,2,0,4,0,80,3.0,318.44,0,1
63,Masculino,Urbano,Casado,Mensal,128.25,39,Boleto Bancário,733.75,16.36,1,0,9,0,173,1.8,5001.75,0,1
47,Feminino,Rural,Casado,Semestral,178.29,32,Débito Automático,496.49,40.35,4,0,4,0,129,1.2,5705.28,0,0
26,Feminino,Subúrbio,Solteiro,Anual,146.63,17,Boleto Bancário,1387.76,22.68,2,1,6,0,75,4.1,2492.71,0,0
55,Feminino,Urbano,Solteiro,Mensal,86.33,3,Cartão de Crédito,874.84,31.22,4,0,9,0,116,4.5,258.99,1,1
56,Feminino,Subúrbio,Divorciado,Mensal,64.91,34,Cartão de Crédito,884.52,45.15,1,0,9,1,157,3.6,2206.94,0,0
47,Masculino,Subúrbio,Divorciado,Mensal,141.89,15,Débito Automático,588.23,6.31,4,3,6,0,90,1.5,2128.35,1,1
42,Masculino,Urbano,Solteiro,Anual,123.86,18,Cartão de Crédito,1134.74,11.26,3,0,3,0,58,1.1,2229.48,0,0
24,Masculino,Urbano,Divorciado,Semestral,144.69,38,Cartão de Crédito,1175.8,35.77,4,3,9,0,81,4.7,5498.22,0,0
45,Feminino,Urbano,Divorciado,Mensal,42.13,26,Débito Automático,1056.72,58.8,3,0,2,0,8,2.9,1095.38,1,0
55,Masculino,Subúrbio,Divorciado,Mensal,42.67,26,Boleto Bancário,1076.4,79.04,1,2,2,1,57,4.0,1109.42,0,0
35,Masculino,Urbano,Casado,Mensal,142.84,15,Cartão de Crédito,751.27,26.16,3,0,6,2,111,3.5,2142.6,0,0
26,Feminino,Urbano,Solteiro,Mensal,42.62,31,Débito Automático,1196.13,12.86,4,4,4,0,146,3.5,1321.22,0,0
45,Masculino,Urbano,Solteiro,Mensal,79.14,22,Boleto Bancário,353.27,90.87,4,4,9,0,109,3.3,1741.08,1,1
57,Feminino,Urbano,Divorciado,Semestral,193.04,14,Débito Automático,246.01,90.26,1,0,3,1,34,1.9,2702.56,0,0
33,Masculino,Subúrbio,Casado,Anual,67.0,30,Débito Automático,637.28,93.07,4,0,1,0,178,3.0,2010.0,0,0
46,Feminino,Urbano,Divorciado,Anual,162.86,14,Débito Automático,318.29,44.43,1,0,2,0,142,1.7,2280.04,1,0
56,Feminino,Subúrbio,Solteiro,Semestral,54.69,25,Débito Automático,1276.2,54.25,3,2,2,0,138,2.8,1367.25,0,0
33,Masculino,Urbano,Divorciado,Mensal,185.43,2,Boleto Bancário,424.91,14.8,3,1,0,0,32,1.9,370.86,0,0
38,Feminino,Subúrbio,Solteiro,Semestral,100.63,34,Débito Automático,1237.91,37.46,3,0,9,0,85,3.6,3421.42,0,0
